Swiss German,German,Meaning,Factual similarity,Grammar differs?,Reasons?
Dr traditionell Dialäkt vu Crac'h ghert zum Bretonisch.,Crach (bretonisch ) ist eine französische Gemeinde mit Einwohnern (Stand: ) im Département Morbihan in der Region Bretagne.,incomplete,,FALSE,German is incomplete
Dr traditionell Dialäkt vu Guidel ghert zum Bretonisch.,"Guidel (bret.: ""Gwidel"") ist eine französische Gemeinde mit Einwohnern (Stand: ) im Département Morbihan in der Region Bretagne.",incomplete,,FALSE,German is incomplete
Drfür übernimmt er dr Schutz vom andere Staat.,Abgrenzung zu anderen Modellen des Souveränitätsverzichtes.,incomplete,,FALSE,German is incomplete
Drochèhäaldè am Kallmuth un a dè Wiibärg vum Maindreiegg.,Trockenhänge am Kallmuth und an den Weinbergen des Maindreiecks.,incomplete,,FALSE,both are incomplete
"Dukas Batatzes gsi, und däm si Soon Theodor II. het wider dr Naame Laskaris aagnoo.","Dukas Batatzes, dessen Sohn Theodor II. wieder den Namen Laskaris annahm.",incomplete,,FALSE,both are incomplete
E Gebirg isch eso en „Äihäit vo Gstäi“.,"Unter einem ""Gebirge"" versteht man im allgemeinen Sprachgebrauch.",incomplete,,FALSE,German is incomplete
Ebefalls het au de spanisch Staat Katalonie i de Verfassig (Art.,Seit 1978 jedoch genießt die Region Katalonien einen durch die spanische Verfassung abgesicherten Autonomiestatus.,incomplete,,FALSE,
En Hofnarr als wiise Warner.,Unter Heinrich VII. wurde sein Gefolgsmann Graf Werner von Homberg um 1309 zum Reichsvogt der Waldstätte.,incomplete,,FALSE,
"Ependes liit ùf , 6 km südlich va de Kantonshùùptstadt Fryybùrg am Nordhang vam Bois d'Amont.","Ependes liegt auf , 6 km südlich der Kantonshauptstadt Freiburg (Luftlinie).",incomplete,,FALSE,both are incomplete
"Er heisst Joël Vincent, und betriibt de «Cycles JV » gschaft im « Le Mans ».",Ein Velomobil (Kofferwort aus frz. „vélo“ bzw. schweizerdt. „Velo“ – Fahrrad und -mobil in Anlehnung an „Automobil“).,incomplete,,FALSE,German is incomplete
Eröffnig un Betriebsjohr bis zum Zweite Weltchrieg.,Eröffnung und Betriebsjahre bis zum Zweiten Weltkrieg.,incomplete,,FALSE,both are incomplete
Erschti Azeiche von ere Erosion vo der Republik.,Die Weimarer Republik entstand im Zuge der Novemberrevolution.,incomplete,,FALSE,
Gmeindspresidänt vo Hasli isch dr Walter Scheidegger (Stang 2013).,Mit Einwohnern (Stand ) gehört Hasle bei Burgdorf zu den mittelgrossen Gemeinden des Kantons Bern.,incomplete,,FALSE,German is incomplete
"Härebierg isch dr Stitzpunkt vu dr Luxeburger Armee, dr ainzig Militersitzpunkt im ganze Land.","Seit 1955 befindet sich in Diekirch (""Herrenberg"", ) der einzige Militärstandort der Luxemburger Armee.",incomplete,,FALSE,German is incomplete
Herrschaft vum Siaka Stevens: 1968–1985.,1968 übernahm Siaka Stevens die Macht.,incomplete,,FALSE,
"Husarrest 1633–1642 un d' ""Discorsi"".","Hausarrest 1633–1642 und die ""Discorsi"".",incomplete,,FALSE,both are incomplete
"I de romanische Sprooche heisse die Muure ""Serra"" so wie öppe bi Zernez.","Das schweizerdeutsche Wort ""Letzi"" stammt von dem mittelhochdeutschen „letze“, d. h.",incomplete,,FALSE,German is incomplete
Im 18. Johrhundert het sich langsam e wisseschaftlichs Interesse a de römische Altertümer und a dr Archäologii entwicklet.," welches Mitte des 16. Jahrhunderts errichtet wurde, ist eine herausragende Sammlung etruskischer und antik-römischer Kunst untergebracht.",incomplete,,FALSE,German is incomplete
Im ängere Sinn verstoot mä under eme Wektor.,Entsprechend beschreibt im Raum der Vektor.,incomplete,,FALSE,German is incomplete
"Im Geegesatz zu däm, isch dr Nöi ""Jischuw organisiert und politisch aktiiv gsi.",Ganz anders der durch zahlreiche zivilgesellschaftliche Initiativen und Selbstverwaltungskörperschaften geprägte Jischuw.,incomplete,,FALSE,German is incomplete
Im Januar 1711 het dr Köönig Karl XII. beschlosse zrugg zum juliaanische Kaländer zgoo.,Im Januar 1711 entschied König Karl XII.,incomplete,,FALSE,German is incomplete
Im Norde vo Griecheland isch 359 v. d. Z. dr Philipp II.,Im Norden Griechenlands bestieg 359 v. Chr. Philipp II. den Thron von Makedonien.,incomplete,,FALSE,
Im Trentino wird im Gegasatz zu Südtirol gsprocha.,Im Gegensatz zu Südtirol wird im Trentino großteils Italienisch bzw. italienische Mundarten gesprochen.,incomplete,,FALSE,
"In de Kategori Beschdi Hard Rock Albe für des Album ""Nexus Polaris"" un ""Animatronic"".","Die Band vermischte auf diesem Album die atmosphärischen Black-Metal-Elemente von ""Nexus Polaris"" mit elektronischen und keyboard-lastigen Klängen.",incomplete,,FALSE,
Innerhalb vo de jüdische Bevölkerig wird unterschide zwüsche.,Innerhalb der jüdischen Bevölkerung wird unterschieden zwischen.,incomplete,,FALSE,both are incomplete
Jedsd hods drzu na Wenkerböga aus andre deutsche Sprachinsla em Ausland (beischbielsweis Russland).,Inzwischen liegen Wenkerbogen aus weiteren deutschen Sprachinseln im Ausland (z. B.,incomplete,,FALSE,German is incomplete
Johrhundert v. Chr.) het s e keltischi Sidlig uf em Lemberg gee.,Jahrhundert v. Chr.) gab es eine keltische Siedlung auf dem Lemberg.,incomplete,,FALSE,both are incomplete
Lueg do drzue au: d Alpestadt vom Joor.,Die höchste Stadt der Alpen (und Europas) ist das schweizerische Davos.,incomplete,,FALSE,
"Ma könnt nämli no St. Anton, des jo zu Tirol köhrt, no zum Alemannischa zähla.",Auf Vorarlberger Seite Lech und Klösterle / Stuben sowie auf Tiroler Seite Kaisers und St. Anton.,incomplete,,FALSE,German is incomplete
"Me kännt en us de Film, won er mitgspiilt het, wie öpe ""Starsky &amp; Hutch"", ""Magnolia"" und ""Blade:Trinity"".","Daneben wirkte er in Filmen wie ""Starsky &amp; Hutch"" und ""Magnolia"" mit und war in """" zu sehen.",incomplete,,FALSE,German is incomplete
"Neji dytschsprochig Uusgab vu dr Schrifte vum Trotzki, rusgee vum Helmut Dahmer u. a.","Trotzki schrieb im Exil Pamphlete gegen Stalin, die unter anderem exklusiv in der ""New York Times"" veröffentlicht wurden.",incomplete,,FALSE,
"No elter isch nume Mailand–Turin, wu anne 1876 s erscht Mol stattgfunde.","Das durch den wallonischen Teil Belgiens führende Rennen wurde erstmals 1892 gestartet und trägt daher den Ehrennamen ""La Doyenne"".vgl.",incomplete,,FALSE,German is incomplete
"Nord-Ghaiserschdielerisch ""iĉh"" dt. 'ich', aber marggreeflerisch ""ich""!.","Der palatalisierte ch-Laut (wie in hochdeutsch ""ich"") kann ""ĉh"" geschrieben werden.",incomplete,,FALSE,
"Nösselwängli (amtlich ""Nesselwängle"") ischt a Gmoand im Bezirk Raete im Tirol, Eeschtraich.",Nesselwängle ist eine Gemeinde mit Einwohnern (Stand ) im Bezirk Reutte in Tirol (Österreich).,incomplete,,FALSE,German is incomplete
"Pont-Saint-Martin (frankoprov. ""Pon-Sen-Marteun,"" töitschu ""Steg"") isch e Gmai in dr autonome Provinz Augschtdal z Italie.","Pont-Saint-Martin (walserdeutsch ""Martinstäg"") ist eine italienische Gemeinde (""comune"") mit Einwohnern (Stand ) in der autonomen Region Aostatal.",incomplete,,FALSE,German is incomplete
Quälle: Bundesamt für Statistik 2005.,Im Verlauf des 20. Jahrhunderts wurde eine kontinuierliche Bevölkerungszunahme verzeichnet.,incomplete,,FALSE,
S → Salsiz • Saucisse aux choux • Schbrinz • Schabziger • Schlorziflade • Schüblig • Schwiizer Apéro • Schwiizer Schoggi • Spanisch Brötli • Sanggaller Brodworschd • Sanggaller Brot.,"Kulinarisches Erbe der Schweiz (, , romanisch ""Patrimoni culinar svizzer"") ist eine mehrsprachige Online-Enzyklopädie der traditionellen Schweizer Küche.",incomplete,,FALSE,
"S ältischt sötig Bödeli, wo mit äm Johr 1804 datiert isch, hät än unbekannte Moler gmacht.","Ab dem 18. Jahrhundert sind aufwändiger bemalte Einzelstücke bekannt, z. B.",incomplete,,FALSE,German is incomplete
"Sasha Fierce"" am 14. November 2008 i de USA veröffentlecht.","Im November 2008 veröffentlichte Beyoncé ihr drittes Album mit dem Titel ""I Am… Sasha Fierce"".",incomplete,,FALSE,
"Schmalschpurbaanè, Großbritanniè, Irland, Island (plaantes Baannetz) un Japan (Kapschpurnetz) bekannt.","Schmalspurbahnen, Großbritannien, Irland und Japan (Kapspurnetz) bekannt.",incomplete,,FALSE,both are incomplete
Sei ledschda Ruah fendet dr Wilhelm Hauff uf em Hobbalau-Friidhof en Stuegert.,Geburtshaus des Dichters Wilhelm Hauff.,incomplete,,FALSE,German is incomplete
Sèlli Entwicklungslinniè isch nõch èm Zweitè Wältchrièg mit dè Drybwägè vo dè ČSD-Baureihe M 131.1 witter gfüürt worrè.,Diese Entwicklungslinie wurde nach dem Zweiten Weltkrieg mit den Triebwagen der ČSD-Baureihe M 131.,incomplete,,FALSE,German is incomplete
Si het am 22. Juni im Joor 168 v. d. Z. stattgfunde.,"Am nächsten Tag, dem 22. Juni 168 v. Chr.",incomplete,,FALSE,German is incomplete
"Stimme, wu zue dr 100 % fähle = Wahlvorschleg, wu nit Landdag verdrätte sin.",An 100 % fehlende Stimmen = nicht im Landtag vertretene Wahlvorschläge.,incomplete,,FALSE,both are incomplete
Ùnterschid zwüsche em Gallo ùn andre Langues d'oil.,Als tatsächlich gesprochene Sprache ist Gallo heute praktisch nicht mehr vorhanden.,incomplete,,FALSE,
Ursprunglig hàt's numma àcht Fanschter ìm ewera Teil vum ìnnera Oktogon gaa. Ìm XIX.,Die Kirche wurde ursprünglich für das Benediktinerinnenkloster Ottmarsheim errichtet.,incomplete,,FALSE,
Us däm isch später ds hütige Augsburg entstande.,Der FC Augsburg (offiziell Fußball-Club Augsburg 1907 e. V.,incomplete,,FALSE,German is incomplete
Vo 1941 bis 1943 isch er au Mitgliid vom Obwaldner Kantonsroot gsi.,Von 1941 bis 1943 war von Moos Kantonsrat in Obwalden.,incomplete,,TRUE,"grammar not correct
in German sentence"
Wie dr Bundesroot folge au d Kantonsregierige em Kollegialidäätsbrinzip.&lt;br&gt;.,"Wie der Bundesrat, die Regierung auf nationaler Ebene, folgen die Kantonsregierungen dem Kollegialitätsprinzip.",incomplete,,FALSE,
"Witeri wichtigi Ort: Tergnier, Chauny, Hirson, Villers-Cotterêts.","Zu nennen sind hierbei vor allem die Kathedralen in Laon, Soissons und Saint-Quentin.",incomplete,,FALSE,
wo der Kanton isch und wien er uusgseht.,Der Kanton Aargau verfügt über keine Universität.,incomplete,,FALSE,
"Z erschtmol isch ane 1676 as Sinnbild vo de Aidgnosseschaft e Frau, d ""Eidtgenössische Dam"", dargstellt wore."," dann 1672 als auch politisch zu verstehende Bühnenfigur in Johann Caspar Weissenbachs Stück ""Eydtgenossisch Contrafeth Auff- und Abnemmender Jungfrawen Helvetiae"".",incomplete,,FALSE,German is incomplete
Z. z Athen) isch en antike griechische Bildhauer und Toreut gsi.,Er gilt als einer der größten Bildhauer der Antike und als prominenter Vertreter der griechischen Hochklassik.,incomplete,,FALSE,
Zwo Gattige mit mindischdäns 29 en bwohne s'Süeßwasser vom tropischa Afrika un Südasien un Ostasien.,"Schlangenkopffische kommen im tropischen Afrika und in Süd-, Südost- und Ostasien vor.",incomplete,,FALSE,
Zyyl un Aktivitete zum Atomwaffeverbotsverdrag.,Ziele und Aktivitäten zum Atomwaffenverbotsvertrag.,incomplete,,FALSE,both are incomplete
"""Lueg au"" Liste vu de natürliche Satellite.","(Siehe auch ""Liste der größten Objekte im Sonnensystem"".).",n/a,,FALSE,not a sentence
"1 2006: WASG, seid 2011: Die Linke.",Seit Februar 2006 ist Gunter Bühler Bürgermeister der Stadt Bopfingen.,n/a,,FALSE,
"1 2006: WASG, seid 2011: Die Linke.",Seit 1810 gehörte Hausen zum Oberamt Spaichingen und seit 1842 für fast ein Jahrhundert zum Oberamt Rottweil.,n/a,,FALSE,
"1 2006: WASG, seid 2011: Die Linke.","Ab 1906 erschien in Lorch die Tageszeitung ""Lorcher Zeitung"".",n/a,,FALSE,
"1 2006: WASG, seid 2011: Die Linke.","Zwei Gemeindeteile (Börstingen und Sulzau) liegen im Neckartal, drei andere (Felldorf, Bierlingen und Wachendorf) südlich oberhalb davon.",n/a,,FALSE,
"1 2006: WASG, seid 2011: Die Linke.","Die Gemeinde grenzt im Norden und Osten an Abtsgmünd, im Süden an Schechingen und im Westen an Eschach.",n/a,,FALSE,
"1 2006: WASG, syt 2011: Die Linke.",Dieser wurde im Februar 2007 abgelehnt.,n/a,,FALSE,
D’r Schneegaijer (Gyps himalayensis).,Die Altweltgeier (Aegypiinae) sind eine Unterfamilie der Habichtartigen (Accipitridae) und gehören damit zu den Greifvögeln (Accipitriformes).,n/a,,FALSE,
"Dia Stroifa kommed na oifach in a Supp, als Eilag.&lt;br&gt;.","In Streifen geschnitten dienen sie als Suppeneinlage ""(siehe: Flädlessupp)"".",n/a,,FALSE,
Letzteres schloss sich der Übergangsregierung an und strebt weiter nach einer Autonomie innerhalb Somalias.,"Die übrigen beanspruchten zwar Autonomie als selbstverwaltete Teilstaaten, gaben die Idee des gemeinsamen somalischen Staates aber nicht auf.",n/a,,FALSE,
"M.), ""Käppeli"", ""Nuttelen"", ""Burg"", ""Eberdingen"" (650–769 m ü.","Die Einwohnerzahl stieg zwischen 1798 und 1860 stark an (1798–1860: +57,0 %).",n/a,,FALSE,
Quälle: Bundesamt für Statistik 2005.,"Der deutsche Name findet sich erstmals im Jahr 995 als ""Sleitheim"" bezeugt.",n/a,,FALSE,
Quälle: Bundesamt für Statistik 2005.,Die Bevölkerungszahl hat seit 1850 (damals 607 Einwohner) kontinuierlich zugenommen.,n/a,,FALSE,
Quälle: Bundesamt für Statistik 2005.,Das Jahr 1980 war das Jahr mit dem tiefsten Einwohnerstand.,n/a,,FALSE,
Quälle: Bundesamt für Statistik 2005.,Seit 1950 (989 Einwohner) wurde wieder ein deutliches Bevölkerungswachstum verzeichnet.,n/a,,FALSE,
Quälle: Bundesamt für Statistik 2005.,Ende 2020 zählte die Gemeinde 1'285 Einwohner.,n/a,,FALSE,not a sentence
Quela: Bundesamt für Statistik 2005.,Mit Wirkung auf den 1. Januar 2001 wurde deshalb die neue Gemeinde La Brillaz gebildet.,n/a,,FALSE,
"Quella: Statistik Austria: ""Bevölkerung seit 1869 für Gemeinden."" STATcube.",Die steigende Bevölkerungszahl führte 1827 bis 1830 zum Bau einer Kirche.,n/a,,FALSE,
"""Schallemission"" wird vu schwingende Körpern als Quelle erzügt un cha sich numme in Medie (gasförmig, flüssig, fest; lueg Aggregatzueständ) usbreite.",Elektronenemission bezeichnet den Prozess des Aussendens von Elektronen aus einem Material.,2,n/a,FALSE,
"1 2006: WASG, seid 2011: Die Linke.",Der Bevölkerungsrückgang im Zeitraum 2001 bis 2010 betrug ca. 7 %.,n/a,,FALSE,
1704: De Grossteil vo de Stadt brönnt zom vierte Mol ab.,Im Jahr 1704 brannte ein Grossteil der Stadt zum vierten Mal ab.,idk,,FALSE,"idk if grammar 
tense is the same,
if so meaning 5"
1845 isch e neiji Schuelsatzung uusegee wore.,Im Sommer 1551 wurde das Schloss von Sokollu Mehmed Pascha eingenommen.,1,n/a,FALSE,
2004 hed si es Best-of Album veröffentlicht.,"1999 veröffentlichte sie mit ""Twenty Four Seven"" ihr bisher letztes reguläres Album.",2,n/a,TRUE,
"2010 isch s Buech ""Brief an mein Leben"" usechoo, i dem si iri Erfahrig mit em Burnout-Syndrom darstellt.","2010 veröffentlichte sie das Buch ""Brief an mein Leben"", in dem sie ihre Erfahrung mit dem Burnout-Syndrom darstellt.",5,,TRUE,
"49,7 % vo dr Yywooner sin evangelisch-reformiert, 30,9 % sin römisch-katholisch (Stand 2000).","Von den Bewohnern sind 89,7 % französischsprachig, 4,0 % deutschsprachig und 2,0 % italienischsprachig (Stand 2000).",2,n/a,FALSE,
"55,5 % vo de Iiwooner sind evangelisch-reformiert, 20,5 % sind römisch-katholisch (Stand 2011).","Es gibt folgende Parteien: FDP, GLP, PFH (Politisches Forum Hettlingen) und SVP.",1,n/a,FALSE,
"79,7 % vannu Iwonru sint im Jaar 2000 remisch-katholischi gsii, 5,6 % evangelisch-reformierti.","In Chelin wurde Pascal Rywalski (1911–2002) geboren, der später Kapuziner und Generalminister wurde.",1,n/a,FALSE,
"87,9 % vo dr Eiwohner sind im Johr 1987 remisch-katholisch gsi, 8,9 % evangelisch.",Von 1988 bis 2008 wuchs Betzigau um 440 Einwohner bzw. um ca. 19 %.,2,n/a,FALSE,
A Theologische Universitäte wo mit jüdische Theologe zäme gschaffet wird bezeichnet me ds Alte Teschtamänt ou als Hebräischi Bibel.,Die alttestamentliche Wissenschaft widmet sich als Teildisziplin der Theologie der philologisch-historischen Erforschung des Alten Testaments.,2,Different details,FALSE,
Algorithme chönnen in Blään vo Brogrammablöif noch DIN 66001 oder ISO 5807 grafisch daargstellt wärde.,Algorithmen können in Programmablaufplänen nach DIN 66001 oder ISO 5807 grafisch dargestellt werden.,5,,FALSE,
Am 30. Augschte hän d Programm vum Sidweschtrundfunk ihre Sändebedrib ufgnuu.,Am 30. August 1998 nahmen die Programme des Südwestrundfunks ihren Sendebetrieb auf.,4,The dialect sentence misses details,TRUE,
"Am 5. Dezember 2004 het sich im Ruum Südbade e Erdbebe vu dr Stärchi 5,43 uf dr Richterskala ereignet.","Am 5. Dezember 2004 ereignete sich ein Erdbeben der Magnitude 5,43 auf der Richterskala.",4,The dialect sentence adds details,TRUE,
As Noofolger vu dr Dillenger hän d Grofe vu Oettingen Aaspruch gstellt uf die Rächt.,Als Nachfolger der Dillinger beanspruchten die Grafen von Oettingen diese Rechte.,5,,TRUE,
Au d Erdgöttin Jörd und d Sunegöttin Sol ghöret zu de Asine.,Nach der Jüngeren Edda wohnen zwölf Asen in Asgard (Sitz der Götter).,2,Different details,FALSE,
Au dr Luapula het mit dr Mambilimafäll un dr fascht uuzuegänglige Mambatutafäll ainzigartigi Wildwasserschnälle mit eme große Gfäll.,Auch der Luapula hat mit den Mambilimafällen und den fast unzugänglichen Mambatutafällen einzigartige Wildwasserschnellen mit großem Gefälle.,5,,FALSE,
Bi dr Wahle 2011 isch d Brigit Wyss nit wider gwehlt wore.,"Bei den Wahlen 2011 wurde sie nicht wieder gewählt, weil die Grünen Solothurn den Sitz nicht halten konnten.",3,The dialect sentence misses details,TRUE,
"Bi Schdrossäarbeidä isch ä Fridhof gfundä worre, wu ca. 1300 Johr ald isch (150 Gräber).","Bei Straßenbauarbeiten wurde dann ein Friedhof gefunden mit ca. 150 Gräbern, deren Alter auf 1300 Jahre datiert wurde.",4,Minor factual inconsistency,TRUE,
Bi sine hüdrostatische Experimänt het er s Brinzip vo de kommunizierende Gfääss entdeckt.,Bei seinen hydrostatischen Experimenten entdeckte er zudem das Prinzip der kommunizierenden Gefäße.,4,The dialect sentence misses details,TRUE,
"D Arbetslosigkait isch anne 2011 bi 3,0 % gläge.","Von den Bewohnern sind 93,1 % französischsprachig, 3,8 % deutschsprachig und 1,2 % italienischsprachig (Stand 2000).",1,n/a,FALSE,
"D Arbetslosigkeit esch im Jahr 2011 bi 0,4 % gläge.","Industrie und Gewerbe sind kaum präsent (1,1 % der Beschäftigten), während 75,3 % Arbeit in Dienstleistungsberufen finden.",2,n/a,FALSE,
